#OTUID	taxonomy	USEARCH	SINTAX	UTAX
OTU461	GS|98.7|KT728243|NA;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Leotiaceae,g:Alatospora,s:Alatospora acuminata	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Leotiaceae,g:Alatospora,s:Alatospora acuminata	k:Fungi,p:Ascomycota,c:Leotiomycetes
OTU462	GS|100.0|KY228668|NA;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,g:Chalara	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,g:Chalara	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,g:Chalara
OTU463	US|0.9258|KX195346|NA;k:Fungi,p:Ascomycota,c:Sordariomycetes	k:Fungi	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Sordariomycetes
OTU464	GS|98.9|GU308254|NA;k:Fungi,p:Chytridiomycota	k:Fungi	k:Fungi,p:Chytridiomycota	k:Fungi,p:Chytridiomycota
OTU465	GS|99.2|KX192653|NA;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Myrmecridiales	k:Fungi	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Myrmecridiales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Myrmecridiales
OTU466	GS|100.0|HM239835|SH1512803.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales
OTU467	GS|98.5|KC222128|SH1150119.08FU;k:Fungi,p:Ascomycota,c:Geoglossomycetes,o:Geoglossales,f:Geoglossaceae,g:Glutinoglossum,s:Glutinoglossum glutinosum	k:Fungi,p:Ascomycota,c:Geoglossomycetes,o:Geoglossales,f:Geoglossaceae,g:Glutinoglossum,s:Glutinoglossum glutinosum	k:Fungi,p:Ascomycota,c:Geoglossomycetes,o:Geoglossales,f:Geoglossaceae,g:Glutinoglossum	k:Fungi,p:Ascomycota
OTU468	GS|97.2|KT197396|NA;k:Fungi,p:Ascomycota,c:Geoglossomycetes,o:Geoglossales,f:Geoglossaceae,g:Geoglossum	k:Fungi,p:Ascomycota,c:Geoglossomycetes,o:Geoglossales	k:Fungi,p:Ascomycota,c:Geoglossomycetes,o:Geoglossales,f:Geoglossaceae,g:Geoglossum	k:Fungi,p:Ascomycota
OTU469	US|0.9658|AB973792|NA;k:Fungi,p:Basidiomycota,c:Agaricostilbomycetes	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Cortinariaceae,g:Cortinarius	No hit	k:Fungi,p:Basidiomycota,c:Agaricostilbomycetes
OTU470	GS|99.2|MF570006|NA;k:Fungi,p:Ascomycota,c:Geoglossomycetes,o:Geoglossales,f:Geoglossaceae,g:Geoglossum	k:Fungi	k:Fungi,p:Ascomycota,c:Geoglossomycetes,o:Geoglossales,f:Geoglossaceae,g:Geoglossum	k:Fungi
OTU471	GS|100.0|KU839575|SH1529637.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Cladophialophora	k:Fungi	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Cladophialophora	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Cladophialophora
OTU472	GS|97.9|MF570065|NA;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi
OTU473	GS|99.3|HE820620|SH1502282.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Thelephorales,f:Thelephoraceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Thelephorales,f:Thelephoraceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Thelephorales,f:Thelephoraceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes
OTU474	GS|98.0|KU537418|NA;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae,g:Dominikia,s:Dominikia iranica	k:Fungi	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae,g:Dominikia,s:Dominikia iranica	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae
OTU475	GS|98.3|KX192890|NA;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota
OTU476	GSL|100.0|MF077222|SH1526398.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Alternaria,s:Alternaria alternata		k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Alternaria,s:Alternaria alternata	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Alternaria
OTU477	GSL|100.0|EF450255|SH1577459.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Mycosphaerellaceae,g:Pantospora,s:Pantospora guazumae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Mycosphaerellaceae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Mycosphaerellaceae,g:Pantospora,s:Pantospora guazumae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Mycosphaerellaceae
OTU478	GS|99.7|FJ196978|SH1140487.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Thelephorales,f:Thelephoraceae,g:Tomentella	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Thelephorales,f:Thelephoraceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Thelephorales,f:Thelephoraceae,g:Tomentella	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Thelephorales,f:Thelephoraceae,g:Tomentella
OTU479	GS|99.2|KP174868|SH1560726.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Trichomeriaceae,g:Bradymyces	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Trichomeriaceae,g:Bradymyces	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Trichomeriaceae,g:Bradymyces	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Trichomeriaceae,g:Bradymyces
OTU480	GS|98.9|KY379572|SH1546336.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Fusarium,s:Fusarium nematophilum	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Fusarium,s:Fusarium nematophilum	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Fusarium,s:Fusarium nematophilum	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Fusarium
OTU481	GS|98.6|LN911561|NA;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota
OTU482	SS|1.0000|MF569168|NA;k:Fungi	k:Fungi	k:Fungi	k:Fungi
OTU483	US|0.9138|FJ797457|NA;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales	k:Rhizaria,p:Cercozoa,o:Cercomonadida,f:Cercomonadidae,g:Cercomonas	k:Rhizaria,p:Cercozoa	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales
OTU484	GSL|100.0|KP119477|SH1167005.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium,s:Penicillium wisconsinense	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium,s:Penicillium wisconsinense	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium
OTU485	GS|100.0|KX404741|NA;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi
OTU486	GS|98.8|JF927134|SH1502235.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Thelephorales,f:Thelephoraceae,g:Tomentella	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Thelephorales,f:Thelephoraceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Thelephorales,f:Thelephoraceae,g:Tomentella	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Thelephorales,f:Thelephoraceae,g:Tomentella
OTU487	GS|99.7|KX221173|NA;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Tricholomataceae,g:Mycena	k:Fungi	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Tricholomataceae,g:Mycena	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Tricholomataceae
OTU488	GS|99.2|DQ420770|SH1512801.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae
OTU489	GS|100.0|KU314982|SH1176716.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Massarinaceae,g:Massarina	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Massarinaceae,g:Massarina	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Lophiotremataceae,g:Lophiotrema
OTU490	GS|98.0|MH450402|NA;k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota
OTU491	SS|0.8800|EU754974|SH1231819.08FU;k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Peltigerales,f:Pannariaceae,g:Pectenia	k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Peltigerales,f:Pannariaceae,g:Pectenia	k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Peltigerales,f:Pannariaceae,g:Pectenia	k:Fungi,p:Ascomycota
OTU492	SS|1.0000|KY853461|SH1518186.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleomonodictydaceae,g:Pleomonodictys,s:Pleomonodictys descalsii	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi
OTU493	GS|97.2|KX776857|NA;k:Fungi,p:Basidiomycota,c:Tremellomycetes	k:Fungi	k:Fungi,p:Basidiomycota,c:Tremellomycetes	k:Fungi,p:Basidiomycota,c:Tremellomycetes
OTU494	GS|100.0|KX788202|SH1525446.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymosphaeriaceae,g:Paraconiothyrium	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymosphaeriaceae,g:Paraconiothyrium	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota
OTU495	GS|99.7|KF182185|SH1556023.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,g:Minimedusa,s:Minimedusa polyspora	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,g:Minimedusa,s:Minimedusa polyspora	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,g:Minimedusa,s:Minimedusa polyspora	No hit
OTU496	GS|98.0|MF483894|NA;k:Fungi,p:Chytridiomycota,c:Rhizophydiomycetes,o:Rhizophydiales	k:Fungi,p:Chytridiomycota,c:Rhizophydiomycetes,o:Rhizophydiales	k:Viridiplantae,p:Chlorophyta,g:Coenochloris	k:Viridiplantae,p:Chlorophyta
OTU497	GS|99.7|GQ890701|SH1186560.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Tricholomataceae,g:Xeromphalina,s:Xeromphalina setulipes	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Tricholomataceae,g:Xeromphalina,s:Xeromphalina setulipes	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Tricholomataceae,g:Xeromphalina,s:Xeromphalina setulipes	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Tricholomataceae
OTU498	US|0.9138|None;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Dothideales	No hit	No hit	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Dothideales
OTU499	GS|100.0|KX193227|NA;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Tubeufiales	k:Fungi	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Tubeufiales
OTU500	GS|97.1|KF041420|SH1522288.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Inocybaceae,g:Inocybe	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Inocybaceae,g:Inocybe	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Inocybaceae,g:Inocybe	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Inocybaceae,g:Inocybe
OTU501	SS|0.9900|UDB014756|SH1658949.08FU;k:Fungi,p:Rozellomycota	k:Fungi,p:Rozellomycota	k:Fungi,p:Rozellomycota	k:Fungi
OTU502	US|0.9207|None;k:Ichthyosporia,c:Ichthyosporea,o:Dermocystida	No hit	No hit	k:Ichthyosporia,c:Ichthyosporea,o:Dermocystida
OTU503	GS|100.0|HQ607857|SH1560567.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Lophiostomataceae,g:Lophiostoma	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Lophiostomataceae,g:Lophiostoma	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
OTU504	GSL|100.0|KY101666|SH1616869.08FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Trichosporonales,f:Trichosporonaceae,g:Apiotrichum,s:Apiotrichum dulcitum	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Trichosporonales,f:Trichosporonaceae	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Trichosporonales,f:Trichosporonaceae,g:Apiotrichum,s:Apiotrichum dulcitum	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Trichosporonales,f:Trichosporonaceae,g:Apiotrichum
OTU505	GS|100.0|LS483894|NA;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Exophiala,s:Exophiala salmonis	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Exophiala,s:Exophiala salmonis	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Exophiala	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Exophiala
OTU506	GS|98.2|KX195193|NA;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mytilinidiales,g:Halokirschsteiniothelia,s:Halokirschsteiniothelia maritima	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mytilinidiales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mytilinidiales,g:Halokirschsteiniothelia,s:Halokirschsteiniothelia maritima	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Tubeufiales
OTU507	SS|1.0000|AF216764|NA;k:Fungi,p:Chytridiomycota,c:Spizellomycetes,o:Spizellomycetales,f:Spizellomycetaceae,g:Spizellomyces,s:Spizellomyces pseudodichotomus	k:Fungi,p:Chytridiomycota,c:Spizellomycetes,o:Spizellomycetales,f:Spizellomycetaceae,g:Spizellomyces,s:Spizellomyces pseudodichotomus	k:Fungi,p:Chytridiomycota,c:Spizellomycetes,o:Spizellomycetales,f:Spizellomycetaceae,g:Spizellomyces,s:Spizellomyces pseudodichotomus	k:Fungi,p:Chytridiomycota,c:Spizellomycetes,o:Spizellomycetales,f:Spizellomycetaceae
OTU508	SS|0.8700|MF570521|NA;k:Alveolata,p:Ciliophora,c:Spirotrichea,o:Urostylida,f:Holostichidae,g:Anteholosticha	k:Fungi,p:Ascomycota,g:Ciliophora	k:Alveolata,p:Ciliophora,c:Spirotrichea,o:Urostylida,f:Holostichidae,g:Anteholosticha	k:Alveolata,p:Ciliophora
OTU509	GS|98.8|KT581772|SH1521445.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Teratosphaeriaceae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Teratosphaeriaceae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Teratosphaeriaceae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales
OTU510	US|0.9653|KP160823|NA;k:Rhizaria,p:Cercozoa	k:Fungi	k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa
OTU511	GS|100.0|KU158164|SH1551388.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae
OTU512	US|0.9354|MH450812|NA;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	k:Fungi,p:Ascomycota,c:Sordariomycetes	k:Fungi	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales
OTU513	US|0.9380|None;k:Stramenopila,p:Oomycota,c:Oomycetes,o:Peronosporales	No hit	No hit	k:Stramenopila,p:Oomycota,c:Oomycetes,o:Peronosporales
OTU514	GSL|100.0|JN376151|SH1529988.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium
OTU515	GS|98.0|MH212047|SH1235463.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Omphalotaceae,g:Rhodocollybia	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Omphalotaceae,g:Rhodocollybia	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Omphalotaceae,g:Rhodocollybia	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales
OTU516	SS|0.9800|GQ118647|SH1628542.08FU;k:Viridiplantae,p:Coniferophyta,c:Pinopsida,o:Pinales,f:Cupressaceae,g:Juniperus	k:Viridiplantae,p:Coniferophyta,c:Pinopsida,o:Pinales,f:Cupressaceae,g:Juniperus	k:Viridiplantae,p:Coniferophyta,c:Pinopsida,o:Pinales,f:Cupressaceae,g:Juniperus	k:Viridiplantae,p:Coniferophyta
OTU517	GSL|100.0|KU204576|SH1614480.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Cucurbitariaceae,g:Pyrenochaeta	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Cucurbitariaceae,g:Pyrenochaeta	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota
OTU518	GS|100.0|KT264502|SH1524945.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Diaporthales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Diaporthales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Diaporthales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Diaporthales
OTU519	SS|0.8000|KX083570|SH1244617.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Entolomataceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Entolomataceae,g:Rhodocybe	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Entolomataceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales
OTU520	GS|100.0|FJ797478|NA;k:Rhizaria,p:Cercozoa,o:Cercomonadida,f:Cercomonadidae,g:Paracercomonas	k:Rhizaria,p:Cercozoa,o:Cercomonadida,f:Cercomonadidae,g:Paracercomonas	No hit	k:Stramenopila,p:Oomycota,c:Oomycetes,o:Peronosporales
OTU521	SS|0.9900|KY981681|SH1612652.08FU;k:Viridiplantae,p:Chlorophyta,c:Trebouxiophyceae,o:Trebouxiales,f:Trebouxiaceae,g:Myrmecia,s:Myrmecia israeliensis	k:Viridiplantae,p:Chlorophyta,c:Trebouxiophyceae,o:Trebouxiales,f:Trebouxiaceae,g:Myrmecia,s:Myrmecia israeliensis	k:Viridiplantae,p:Chlorophyta,c:Trebouxiophyceae,o:Trebouxiales,f:Trebouxiaceae,g:Myrmecia,s:Myrmecia israeliensis	k:Viridiplantae,p:Chlorophyta
OTU522	GS|100.0|KF953135|NA;k:Viridiplantae,p:Bryophyta,c:Bryopsida,o:Bryales,f:Bryaceae,g:Bryum,s:Bryum argenteum	k:Viridiplantae,p:Bryophyta,c:Bryopsida,o:Bryales,f:Bryaceae,g:Bryum,s:Bryum argenteum	k:Viridiplantae,p:Bryophyta,c:Bryopsida,o:Bryales,f:Bryaceae,g:Bryum,s:Bryum argenteum	k:Viridiplantae,p:Bryophyta
OTU523	GS|98.0|JN889843|SH1156153.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales
OTU524	GS|99.7|KY574436|SH1180874.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Trechisporales	k:Fungi,p:Basidiomycota,c:Agaricomycetes	k:Fungi,p:Basidiomycota,c:Agaricomycetes	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Trechisporales
OTU525	SS|1.0000|DQ923531|SH1157384.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,g:Fusculina,s:Fusculina eucalypti	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota
OTU526	SS|0.8300|MF484570|NA;k:Fungi,p:Ascomycota,c:Orbiliomycetes,o:Orbiliales,f:Orbiliaceae	k:Metazoa,p:Craniata,c:Actinopterygii,o:Cyprinodontiformes	k:Fungi,p:Ascomycota,c:Orbiliomycetes,o:Orbiliales,f:Orbiliaceae	k:Fungi,p:Ascomycota,c:Orbiliomycetes
OTU527	GS|100.0|EU103612|SH1647282.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Vibrisseaceae,g:Phialocephala,s:Phialocephala helvetica	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Vibrisseaceae,g:Phialocephala,s:Phialocephala helvetica	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Vibrisseaceae,g:Phialocephala	k:Fungi
OTU528	US|0.9831|None;k:Fungi,p:Kickxellomycota	No hit	No hit	k:Fungi,p:Kickxellomycota
OTU529	GS|98.5|KX402530|NA;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales
OTU530	SS|1.0000|MH450891|NA;k:Fungi,p:Basidiomycota,c:Agaricomycetes	k:Fungi,p:Basidiomycota,c:Agaricomycetes	k:Fungi,p:Basidiomycota,c:Agaricomycetes	k:Fungi,p:Basidiomycota,c:Agaricomycetes
OTU531	GS|100.0|KX776910|NA;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae	k:Fungi	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae	k:Fungi,p:Ascomycota
OTU532	GS|100.0|AY702811|NA;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Thelephorales,f:Thelephoraceae,g:Tomentella	k:Fungi	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Thelephorales,f:Thelephoraceae,g:Tomentella	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Thelephorales,f:Thelephoraceae,g:Tomentella
OTU533	GS|100.0|HG936893|SH1555386.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Atheliales,f:Atheliaceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Atheliales,f:Atheliaceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Atheliales,f:Atheliaceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Atheliales,f:Atheliaceae
OTU534	GSL|100.0|LC206542|SH1567965.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Hypocreaceae,g:Trichoderma,s:Trichoderma longipilis	k:Fungi,p:Ascomycota,c:Sordariomycetes	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Hypocreaceae,g:Trichoderma,s:Trichoderma longipilis	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Hypocreaceae,g:Trichoderma
OTU535	US|0.9831|None;k:Rhizaria,p:Cercozoa	No hit	No hit	k:Rhizaria,p:Cercozoa
